task,algo1,algo2,test,alpha,target_n,fpr,se,expected_fpr
Humanoid-v5,TD3,PPO,t-test,0.01,30,0.008,0.0028170906978654416,0.01
Humanoid-v5,TD3,PPO,Welch t-test,0.01,30,0.009,0.002986469487538756,0.01
Humanoid-v5,TD3,PPO,Mann-Whitney,0.01,30,0.22,0.013099618315050252,0.01
Humanoid-v5,TD3,PPO,Ranked t-test,0.01,30,0.242,0.013543854695026818,0.01
Humanoid-v5,DDPG,PPO,t-test,0.05,2,0.071,0.008121514637061242,0.05
Humanoid-v5,DDPG,PPO,Welch t-test,0.05,2,0.043,0.006414904519944158,0.05
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.05,2,0.0,0.0,0.05
Humanoid-v5,DDPG,PPO,Ranked t-test,0.05,2,0.0,0.0,0.05
Humanoid-v5,DDPG,PPO,t-test,0.05,3,0.064,0.007739767438366608,0.05
Humanoid-v5,DDPG,PPO,Welch t-test,0.05,3,0.038,0.006046155803483731,0.05
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.05,3,0.0,0.0,0.05
Humanoid-v5,DDPG,PPO,Ranked t-test,0.05,3,0.167,0.01179453263168999,0.05
Humanoid-v5,DDPG,PPO,t-test,0.05,5,0.044,0.006485676526007136,0.05
Humanoid-v5,DDPG,PPO,Welch t-test,0.05,5,0.034,0.005730968504537431,0.05
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.05,5,0.065,0.007795832219846705,0.05
Humanoid-v5,DDPG,PPO,Ranked t-test,0.05,5,0.121,0.010313049985334114,0.05
Humanoid-v5,DDPG,PPO,t-test,0.05,10,0.05,0.006892024376045111,0.05
Humanoid-v5,DDPG,PPO,Welch t-test,0.05,10,0.05,0.006892024376045111,0.05
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.05,10,0.137,0.010873407929439602,0.05
Humanoid-v5,DDPG,PPO,Ranked t-test,0.05,10,0.173,0.011961229033840962,0.05
Humanoid-v5,DDPG,PPO,t-test,0.05,20,0.066,0.007851369307324678,0.05
Humanoid-v5,DDPG,PPO,Welch t-test,0.05,20,0.049,0.006826346021115542,0.05
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.05,20,0.276,0.014135911714495106,0.05
Humanoid-v5,DDPG,PPO,Ranked t-test,0.05,20,0.307,0.01458598642533305,0.05
Humanoid-v5,DDPG,PPO,t-test,0.05,30,0.055,0.00720936890441875,0.05
Humanoid-v5,DDPG,PPO,Welch t-test,0.05,30,0.053,0.00708456067798138,0.05
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.05,30,0.39,0.01542400726140908,0.05
Humanoid-v5,DDPG,PPO,Ranked t-test,0.05,30,0.406,0.015529455882290275,0.05
Humanoid-v5,DDPG,PPO,t-test,0.01,2,0.02,0.004427188724235731,0.01
Humanoid-v5,DDPG,PPO,Welch t-test,0.01,2,0.009,0.002986469487538756,0.01
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.01,2,0.0,0.0,0.01
Humanoid-v5,DDPG,PPO,Ranked t-test,0.01,2,0.001,0.0009994998749374609,0.01
Humanoid-v5,DDPG,PPO,t-test,0.01,3,0.024,0.004839834707921336,0.01
Humanoid-v5,DDPG,PPO,Welch t-test,0.01,3,0.007,0.0026364749192814255,0.01
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.01,3,0.0,0.0,0.01
Humanoid-v5,DDPG,PPO,Ranked t-test,0.01,3,0.0,0.0,0.01
Humanoid-v5,DDPG,PPO,t-test,0.01,5,0.013,0.003582038525755969,0.01
Humanoid-v5,DDPG,PPO,Welch t-test,0.01,5,0.008,0.0028170906978654416,0.01
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.01,5,0.01,0.003146426544510455,0.01
Humanoid-v5,DDPG,PPO,Ranked t-test,0.01,5,0.037,0.005969170796685248,0.01
Humanoid-v5,DDPG,PPO,t-test,0.01,10,0.011,0.003298332912245215,0.01
Humanoid-v5,DDPG,PPO,Welch t-test,0.01,10,0.004,0.001995995991979944,0.01
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.01,10,0.048,0.006759881655768835,0.01
Humanoid-v5,DDPG,PPO,Ranked t-test,0.01,10,0.062,0.007626008130076967,0.01
Humanoid-v5,DDPG,PPO,t-test,0.01,20,0.016,0.003967870965643918,0.01
Humanoid-v5,DDPG,PPO,Welch t-test,0.01,20,0.007,0.0026364749192814255,0.01
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.01,20,0.108,0.009815090422405696,0.01
Humanoid-v5,DDPG,PPO,Ranked t-test,0.01,20,0.154,0.011414201680362931,0.01
Humanoid-v5,DDPG,PPO,t-test,0.01,30,0.02,0.004427188724235731,0.01
Humanoid-v5,DDPG,PPO,Welch t-test,0.01,30,0.007,0.0026364749192814255,0.01
Humanoid-v5,DDPG,PPO,Mann-Whitney,0.01,30,0.201,0.012672766075328622,0.01
Humanoid-v5,DDPG,PPO,Ranked t-test,0.01,30,0.205,0.0127661662216971,0.01
